winside,d_1,d_2,d_3,d_4,d_5,r_1,r_2,r_3,r_4,r_5
dire,20,49,22,34,67,63,9,53,42,32
dire,54,49,31,47,37,2,1,63,59,5
radiant,6,9,14,55,32,21,19,38,47,16
dire,20,8,2,35,25,52,11,10,27,60
dire,54,55,47,2,31,67,17,59,18,14
dire,68,59,41,17,40,14,54,9,10,0
dire,4,63,53,28,26,22,16,67,58,7
radiant,6,14,25,2,18,31,33,42,36,54
radiant,7,22,10,33,63,29,52,41,35,54
dire,61,49,40,18,39,6,54,67,27,7
dire,22,54,27,47,60,67,66,25,14,6
radiant,54,21,47,63,7,35,11,25,14,10
dire,4,69,57,5,9,16,22,60,14,59
radiant,10,55,7,34,28,60,68,41,16,21
dire,7,53,54,40,14,9,32,2,6,26
radiant,58,63,59,32,18,31,54,50,47,49
radiant,59,21,4,14,39,61,1,33,18,10
radiant,17,40,13,28,53,67,39,29,23,26
radiant,66,47,60,6,7,19,63,36,18,28
dire,4,60,42,73,27,1,16,6,39,21
radiant,20,35,22,57,5,69,7,9,11,53
dire,47,40,59,1,32,6,67,14,30,23
dire,69,29,64,16,39,47,53,11,26,54
dire,54,34,22,20,38,2,18,21,14,6
dire,60,35,49,28,21,68,14,8,37,73
dire,64,40,20,60,54,11,45,15,53,9
dire,32,25,54,61,19,26,17,59,63,73
dire,32,57,54,31,8,49,30,21,55,28
dire,5,25,4,14,9,40,68,37,10,38
radiant,1,55,5,51,11,7,22,10,39,31
dire,60,27,37,2,1,53,26,29,9,21
radiant,73,1,60,21,50,14,51,2,53,26
dire,63,36,29,59,54,9,53,14,67,73
dire,59,28,4,41,53,1,6,47,49,35
dire,132,31,6,30,51,68,52,59,26,61
dire,53,32,50,14,11,54,68,6,16,34
dire,41,6,28,47,35,49,30,31,54,15
dire,16,25,39,59,53,49,68,40,14,21
dire,26,15,67,59,18,39,32,19,37,35
radiant,11,7,25,33,32,41,9,2,8,53
dire,27,49,55,20,68,9,61,51,21,40
dire,40,67,51,39,68,23,20,21,19,55
dire,31,54,60,27,18,16,35,32,4,11
radiant,55,22,49,40,53,59,31,32,25,10
dire,33,1,31,18,39,17,49,9,42,65
dire,6,58,53,33,7,4,20,73,21,1
radiant,49,16,25,63,17,4,59,54,26,28
dire,2,69,32,20,1,73,61,41,17,29
radiant,6,40,35,54,60,21,59,8,10,5
radiant,53,61,34,5,65,31,18,60,33,67
radiant,9,36,26,8,68,59,14,40,10,54
radiant,1,58,21,59,50,63,40,47,26,14
dire,35,23,18,25,20,45,59,61,1,26
radiant,39,60,52,47,18,1,54,9,38,6
radiant,16,15,35,27,22,8,4,14,53,42
radiant,17,28,47,4,6,61,53,54,39,45
dire,41,21,30,53,14,16,32,40,54,26
radiant,45,63,1,42,5,16,28,25,8,9
dire,54,21,49,50,10,60,4,7,26,32
radiant,32,60,31,1,21,4,57,25,16,22
radiant,17,41,23,63,33,9,26,14,1,30
radiant,45,42,39,59,53,55,2,41,15,31
radiant,40,9,18,2,53,39,54,31,47,5
dire,33,60,63,37,9,8,16,68,1,31
radiant,8,20,53,29,39,25,11,28,7,59
dire,27,20,1,11,57,18,30,60,73,68
radiant,33,11,39,1,49,41,28,17,20,30
dire,15,64,14,23,7,47,49,19,69,54
radiant,54,21,10,4,59,38,15,19,31,5
dire,65,42,9,10,5,61,73,17,37,47
dire,14,26,38,53,19,63,49,50,8,57
dire,18,4,53,59,68,16,35,33,41,1
radiant,34,7,41,33,57,53,21,35,31,14
radiant,33,49,10,63,22,40,50,68,59,14
dire,1,53,68,49,7,4,42,69,58,10
radiant,50,42,6,34,53,49,14,21,40,17
dire,9,2,13,55,54,39,8,65,7,47
radiant,18,67,58,19,8,1,49,13,32,2
dire,28,21,1,34,51,15,49,42,45,11
radiant,10,34,59,67,6,42,4,2,22,50
dire,6,52,29,47,37,53,35,54,40,16
dire,61,45,31,30,47,8,4,67,66,57
dire,19,73,58,30,1,37,26,53,9,49
dire,6,32,28,11,31,51,35,20,10,41
radiant,60,69,39,9,63,21,37,6,66,59
dire,7,59,40,53,27,60,47,38,33,45
dire,2,11,37,39,15,6,19,41,49,58
radiant,17,49,23,26,61,53,15,14,8,42
radiant,15,7,20,19,27,5,10,6,60,14
radiant,68,31,36,33,58,7,27,5,60,32
dire,53,40,34,6,32,64,2,36,57,49
radiant,35,129,57,73,21,53,25,69,1,15
radiant,1,35,19,25,11,49,16,64,15,6
dire,19,41,18,57,27,4,63,34,23,14
dire,14,67,1,17,8,59,29,68,20,57
dire,20,60,7,33,1,40,8,30,14,25
radiant,59,47,41,54,31,55,42,9,18,2
radiant,38,57,53,39,36,60,25,9,18,2
radiant,19,59,58,27,40,33,54,16,26,11
dire,2,35,32,20,61,31,28,1,41,37
radiant,60,31,20,58,35,45,54,18,9,53
dire,54,9,45,16,39,60,6,21,41,38
radiant,49,20,33,23,6,35,60,57,38,42
dire,34,63,38,65,54,7,4,2,19,26
radiant,26,11,6,32,1,8,10,5,14,58
radiant,65,57,10,14,60,27,15,9,26,19
dire,42,35,31,40,18,32,49,1,26,23
dire,45,21,10,51,42,25,41,16,34,29
dire,13,41,19,31,14,65,16,33,10,6
radiant,28,17,67,26,63,69,1,73,21,45
radiant,57,19,16,60,22,59,27,37,5,63
dire,31,19,54,67,42,33,6,20,8,38
radiant,41,23,10,18,45,7,20,6,14,32
dire,29,30,21,38,32,54,68,6,39,40
dire,39,35,34,16,59,47,30,61,32,49
radiant,29,63,22,21,57,33,67,60,31,4
dire,29,22,27,25,63,68,8,5,23,59
radiant,34,1,51,50,21,68,14,60,4,42
radiant,26,38,47,32,1,14,6,63,37,5
radiant,5,35,2,6,14,50,42,57,49,67
dire,41,40,28,39,55,42,22,9,21,1
radiant,21,52,28,6,19,68,61,53,22,59
radiant,16,39,30,41,14,59,29,63,4,6
radiant,7,21,67,60,40,23,37,33,8,29
radiant,30,55,51,61,31,33,63,53,59,9
dire,45,59,5,60,52,67,64,2,41,49
dire,49,40,27,42,11,15,61,33,14,7
dire,11,20,22,39,2,4,33,42,5,47
dire,47,20,8,53,59,55,32,36,10,25
radiant,39,7,23,53,6,21,32,64,9,14
radiant,14,17,29,9,20,35,37,18,49,6
dire,40,14,38,37,41,49,11,27,29,21
dire,4,50,6,10,33,41,54,30,53,16
dire,4,50,6,10,33,41,54,30,53,16
dire,1,31,59,16,35,17,19,7,33,54
radiant,53,47,63,49,19,59,6,20,68,14
dire,5,57,41,1,37,2,35,22,14,4
radiant,63,27,4,7,21,14,15,26,54,45
radiant,47,19,38,22,4,7,25,10,32,42
dire,54,55,49,25,35,6,21,73,19,27
dire,22,57,26,25,11,1,15,17,41,18
radiant,14,22,2,15,63,52,40,59,18,16
dire,32,36,64,42,39,60,49,1,20,7
dire,2,59,19,15,4,1,50,10,38,22
radiant,73,61,14,53,64,9,10,55,57,63
dire,49,21,50,16,32,60,30,14,68,63
radiant,14,11,32,68,53,1,47,33,49,31
radiant,28,51,59,30,5,35,17,2,1,20
radiant,16,58,11,38,8,18,25,30,35,54
radiant,29,61,69,21,51,1,6,60,32,53
dire,17,9,42,32,5,6,23,54,13,66
dire,60,67,35,57,1,49,22,41,16,7
dire,19,20,40,32,39,9,35,8,18,61
radiant,31,53,16,61,39,63,13,29,32,1
radiant,51,28,69,1,9,31,7,19,29,32
dire,47,14,39,7,54,6,16,11,53,32
radiant,7,32,54,25,15,1,66,35,53,9
radiant,49,61,22,25,63,38,35,45,6,1
dire,1,5,26,39,60,17,14,25,41,68
radiant,45,13,35,21,28,54,32,36,59,30
radiant,45,13,35,21,28,54,32,36,59,30
dire,22,5,42,8,47,19,30,41,27,67
dire,52,55,41,18,36,35,4,14,42,2
dire,4,25,29,27,15,34,53,6,42,33
radiant,34,49,25,21,1,26,7,32,54,47
radiant,45,13,35,21,28,54,32,36,59,30
dire,41,31,54,64,4,57,9,39,29,15
dire,40,37,8,42,2,19,7,60,35,14
radiant,9,2,30,41,16,53,59,20,1,14
dire,31,2,60,14,61,47,69,28,21,1
dire,4,131,73,28,8,33,34,15,22,14
radiant,22,17,26,31,39,29,36,54,49,5
radiant,49,2,1,68,65,5,26,11,28,60
dire,59,1,32,23,58,29,68,8,10,54
radiant,1,64,68,9,18,8,13,69,22,42
dire,5,9,69,41,13,10,28,40,29,68
radiant,53,25,35,42,6,34,15,17,18,60
radiant,4,68,53,67,23,32,16,28,39,14
dire,42,49,68,65,57,60,67,16,32,2
dire,10,17,29,18,22,30,7,26,68,59
radiant,35,7,58,8,61,68,67,42,23,6
dire,22,60,6,2,57,8,32,27,25,42
radiant,23,14,63,17,6,59,15,28,31,35
radiant,20,6,32,58,14,16,9,7,73,1
radiant,6,14,25,2,18,31,33,42,36,54
radiant,47,42,31,15,25,36,18,14,40,54
radiant,16,39,14,20,18,19,4,1,67,58
dire,15,52,53,7,6,57,9,42,26,64
radiant,9,29,10,73,59,22,54,53,26,15
radiant,63,8,37,45,60,38,49,32,6,67
dire,50,60,1,14,16,25,32,17,38,55
radiant,17,4,2,7,14,49,67,30,15,36
radiant,35,42,14,33,25,29,6,16,64,68
dire,15,63,36,55,29,18,5,32,66,60
dire,9,18,23,36,67,51,58,63,21,2
dire,15,63,36,55,29,18,5,32,66,60
dire,15,63,36,55,29,18,5,32,66,60
dire,40,25,33,7,41,36,59,51,26,32
radiant,41,14,1,7,27,15,53,38,54,39
dire,26,68,9,31,7,55,14,23,32,5
radiant,1,57,17,9,65,26,4,16,28,45
radiant,32,51,10,21,42,53,6,68,60,59
radiant,20,64,32,8,19,16,21,14,9,51
radiant,35,14,5,23,9,6,20,59,31,21
radiant,52,14,57,54,21,60,35,16,6,9
dire,11,31,2,54,21,35,50,7,28,58
dire,54,59,63,17,30,8,10,57,58,60
radiant,13,42,1,4,45,32,15,14,36,6
radiant,49,33,67,2,7,20,11,16,1,54
dire,69,35,17,20,54,21,64,49,9,40
radiant,33,29,68,49,20,39,14,1,4,6
dire,54,60,20,32,59,66,49,42,39,47
dire,39,7,31,59,41,26,57,38,15,30
radiant,128,45,10,7,30,63,14,6,1,32
radiant,57,8,38,6,42,60,18,58,67,5
radiant,29,21,69,45,15,58,41,49,20,14
dire,47,9,6,51,21,30,18,1,22,68
dire,11,20,4,34,1,47,68,21,41,22
dire,54,37,7,59,68,47,1,14,2,66
dire,16,31,39,67,54,61,10,60,29,28
dire,6,32,19,17,18,68,7,28,8,14
dire,68,1,60,31,36,54,50,6,14,51
radiant,19,49,7,63,21,11,31,42,34,16
dire,9,68,37,49,11,61,27,59,40,1
dire,68,22,54,69,35,63,2,45,11,50
radiant,4,68,53,67,23,32,16,28,39,14
dire,6,32,19,17,18,68,7,28,8,14
radiant,60,41,65,67,59,47,40,35,28,16
dire,67,29,1,42,31,37,20,5,54,4
dire,60,31,37,42,27,1,53,22,16,13
dire,23,6,67,1,20,16,7,61,66,11
dire,10,2,58,29,15,59,32,14,73,11
radiant,35,6,15,20,9,42,4,14,25,1
dire,53,21,31,38,6,16,54,35,1,60
dire,25,32,53,59,52,36,64,17,29,35
radiant,4,68,53,67,23,32,16,28,39,14
dire,67,55,57,58,63,1,40,14,20,32
dire,39,32,68,53,14,65,61,9,59,54
dire,54,21,5,34,42,35,14,58,18,61
dire,53,66,68,14,1,9,16,41,6,45
dire,26,69,7,61,20,1,27,8,4,11
dire,54,19,31,1,14,8,16,35,30,29
radiant,34,25,32,23,9,26,35,28,60,53
radiant,41,13,14,16,37,67,68,25,9,27
radiant,37,5,35,2,23,41,25,10,54,31
dire,59,37,67,68,14,32,15,63,21,16
dire,6,51,31,21,54,36,8,40,39,59
dire,21,6,30,4,16,40,33,18,14,31
radiant,21,9,18,29,65,64,47,8,54,60
dire,34,19,60,5,1,8,42,22,25,47
dire,14,2,32,63,52,53,60,20,41,40
radiant,26,37,21,67,4,7,8,27,31,35
radiant,50,53,23,32,26,49,47,5,15,19
radiant,16,5,67,54,61,52,11,47,38,18
dire,6,22,4,59,35,8,2,26,27,11
dire,14,67,17,55,29,8,52,23,51,34
radiant,27,53,39,63,5,13,14,6,69,55
radiant,42,35,60,15,61,21,6,14,1,7
radiant,27,53,39,63,5,13,14,6,69,55
radiant,26,19,1,55,4,32,58,52,41,7
radiant,27,53,39,63,5,13,14,6,69,55
radiant,27,53,39,63,5,13,14,6,69,55
dire,29,59,33,9,17,37,11,34,21,7
dire,67,11,37,16,58,66,68,4,14,23
dire,19,25,47,20,60,9,22,54,21,1
radiant,69,57,1,32,59,6,25,21,19,49
dire,40,2,50,51,54,65,16,20,1,26
radiant,49,21,8,20,1,29,31,40,60,7
radiant,9,7,33,6,35,60,8,26,54,21
dire,53,67,39,1,57,22,51,68,29,63
dire,6,55,59,16,17,8,58,60,22,2
radiant,8,21,69,35,51,41,42,34,68,14
radiant,67,39,26,30,34,53,41,45,38,65
radiant,22,47,14,1,28,17,69,53,26,29
radiant,57,11,27,60,10,67,14,53,2,32
radiant,30,7,58,35,63,9,14,45,28,31
radiant,69,36,33,67,7,42,9,32,66,47
dire,32,36,53,54,25,29,22,21,27,11
dire,14,60,54,15,21,4,9,38,50,69
radiant,54,32,6,17,22,65,58,16,8,49
dire,35,4,54,58,42,60,7,59,1,53
dire,21,22,61,54,6,23,14,50,33,30
dire,14,69,9,16,35,4,17,2,1,50
dire,32,40,25,19,57,14,21,5,8,31
radiant,19,32,61,27,21,14,60,59,9,31
radiant,42,26,63,18,4,17,50,29,11,9
dire,51,20,63,6,39,14,31,15,11,21
dire,11,8,27,23,58,66,67,18,20,15
dire,31,7,19,25,4,22,29,73,17,32
dire,57,9,16,33,17,5,7,23,21,1
dire,68,54,64,9,51,19,34,35,30,41
dire,15,16,31,29,4,40,68,8,14,49
dire,38,7,1,25,21,6,32,30,51,14
radiant,8,73,50,14,54,63,30,60,15,20
radiant,49,67,47,57,66,19,15,8,20,40
dire,37,59,9,54,50,31,41,57,33,69
dire,37,59,9,54,50,31,41,57,33,69
dire,37,66,14,32,63,13,21,11,42,57
dire,6,59,21,26,32,28,31,4,41,42
dire,53,41,57,27,11,1,45,39,29,10
radiant,54,41,68,20,1,36,9,67,59,22
radiant,53,60,54,32,5,47,19,63,14,17
dire,9,7,53,39,15,30,8,35,51,18
radiant,20,39,25,69,6,11,16,4,22,14
dire,32,30,68,22,41,33,21,16,15,40
dire,49,1,64,5,6,63,20,60,53,31
radiant,58,35,73,60,22,15,21,1,29,5
dire,18,7,35,67,68,6,42,33,39,59
radiant,55,68,54,21,17,53,40,42,31,73
dire,57,9,16,54,30,34,58,20,40,14
dire,21,26,59,32,49,30,40,73,1,29
radiant,51,11,57,6,31,22,25,67,1,13
dire,50,2,40,57,38,17,60,19,21,14
radiant,54,42,50,67,4,31,59,18,61,32
dire,7,27,53,69,63,11,18,55,16,15
radiant,66,14,67,1,18,26,9,32,59,19
dire,61,57,60,59,29,34,20,7,26,16
radiant,64,35,69,17,14,29,21,18,65,47
radiant,9,8,25,38,50,40,21,32,66,1
dire,18,27,7,41,32,1,64,4,31,73
radiant,28,7,16,11,25,58,57,23,34,61
dire,73,6,16,17,7,47,2,9,36,30
dire,63,13,1,33,57,25,54,60,51,34
radiant,63,25,31,29,30,52,26,64,32,8
radiant,5,6,53,8,17,19,34,38,63,31
radiant,21,17,9,57,68,1,34,32,42,5
radiant,16,11,41,31,8,60,6,25,32,29
dire,37,28,65,41,27,20,16,63,33,0
radiant,53,16,69,9,19,23,1,68,52,14
dire,14,16,15,1,33,25,7,68,32,59
dire,52,8,49,17,27,63,19,60,2,1
radiant,40,35,1,25,52,18,22,34,14,31
radiant,15,14,29,41,31,20,39,2,42,11
dire,26,61,42,45,35,22,73,19,11,41
radiant,1,29,4,23,5,8,54,30,18,16
radiant,61,67,21,31,20,1,47,9,18,54
radiant,57,41,5,1,7,8,42,25,59,4
dire,63,34,7,31,33,11,53,68,57,13
radiant,68,7,32,14,35,9,38,40,34,22
radiant,14,19,6,36,53,39,25,65,40,60
dire,7,38,47,57,22,51,39,1,9,6
radiant,60,17,1,59,32,68,22,38,10,63
radiant,60,59,63,29,26,35,31,16,47,22
radiant,16,1,31,32,69,28,66,61,21,68
radiant,6,9,21,49,7,68,22,17,59,64
radiant,7,55,47,25,41,63,9,29,38,11
dire,27,65,17,35,53,16,21,39,23,8
radiant,32,16,33,59,4,68,50,42,18,40
radiant,40,38,32,65,21,9,54,31,16,63
dire,33,1,27,69,40,21,18,55,50,10
dire,17,57,38,8,2,63,21,68,52,19
radiant,54,67,36,53,19,7,21,69,47,14
dire,22,1,69,47,54,5,14,35,29,9
radiant,58,26,42,64,61,21,1,47,7,6
radiant,21,66,8,63,13,35,49,36,32,39
radiant,32,16,34,21,54,47,1,27,23,50
dire,55,13,49,40,1,54,7,35,52,50
radiant,19,32,35,1,68,31,7,53,27,54
dire,60,21,30,54,37,45,23,63,16,50
radiant,54,41,68,20,1,36,9,67,59,22
radiant,21,41,22,2,47,5,35,54,14,53
dire,21,8,20,49,9,1,14,45,53,5
dire,49,41,15,28,6,19,58,29,14,10
dire,21,29,8,33,14,41,1,6,31,73
radiant,5,6,19,14,29,16,8,32,22,21
radiant,23,8,38,27,51,4,52,29,53,1
radiant,23,68,10,42,34,16,17,20,47,51
radiant,49,35,17,9,54,21,42,14,61,53
dire,68,5,45,1,6,64,50,67,61,14
dire,41,49,42,4,5,28,21,23,14,53
radiant,54,19,45,9,30,39,52,18,8,5
radiant,5,9,53,20,1,27,32,29,7,63
radiant,42,1,53,66,15,7,29,60,16,54
radiant,45,2,1,13,21,9,28,40,68,23
dire,31,16,49,10,28,11,23,27,60,37
dire,50,38,7,5,63,17,6,73,41,1
dire,69,20,29,39,41,14,35,58,26,42
radiant,73,5,26,35,6,18,69,54,42,31
radiant,5,53,45,29,63,13,69,32,22,21
radiant,19,14,63,8,21,10,5,60,6,17
dire,27,11,65,33,41,35,32,29,58,6
dire,39,4,38,63,68,20,67,58,65,35
radiant,59,68,4,18,22,8,42,2,34,29
radiant,45,39,41,32,38,54,40,26,22,4
dire,57,47,63,49,37,21,28,64,14,8
radiant,39,14,5,1,17,54,61,50,59,32
dire,53,36,57,35,68,42,26,2,49,21
dire,29,40,7,34,73,27,49,26,2,59
radiant,50,49,6,8,58,69,41,27,59,57
dire,61,60,53,69,64,59,31,41,51,5
radiant,49,63,7,9,31,41,40,68,16,47
radiant,1,11,61,19,25,28,68,34,67,59
radiant,1,11,61,19,25,28,68,34,67,59
radiant,4,6,54,5,73,20,59,68,16,1
dire,22,60,40,50,69,32,16,36,2,67
dire,35,14,22,53,69,63,49,27,15,9
dire,31,53,14,61,32,39,50,6,28,19
radiant,52,5,57,60,35,9,16,31,21,14
dire,28,67,60,17,53,18,68,21,69,11
dire,2,22,57,6,42,32,4,60,26,16
dire,23,5,69,14,61,22,8,57,37,20
radiant,60,63,26,54,52,33,35,1,14,28
radiant,9,63,60,22,6,20,14,10,37,4
dire,11,23,40,16,14,9,53,2,7,22
dire,57,21,6,67,17,32,35,23,58,68
dire,29,39,16,34,35,28,50,1,18,26
dire,9,69,30,10,45,38,1,18,32,14
dire,49,67,32,6,14,16,5,31,63,13
radiant,4,63,73,31,53,0,29,64,6,45
radiant,36,8,42,15,51,32,28,58,21,7
dire,34,21,47,6,55,9,25,28,37,33
radiant,63,32,36,42,54,37,41,49,28,5
radiant,40,17,19,21,1,30,60,61,25,53
radiant,69,6,54,10,61,18,9,4,58,1
dire,1,51,9,5,53,14,40,18,8,64
dire,15,31,1,59,4,29,30,54,21,8
radiant,2,63,67,45,6,51,58,65,59,21
radiant,10,68,7,17,22,9,42,35,1,36
dire,67,42,55,16,14,9,21,22,11,2
dire,26,33,63,54,10,14,73,58,69,11
dire,28,68,13,1,53,6,63,64,34,73
radiant,9,51,15,19,53,14,68,60,35,66
dire,5,14,2,11,35,4,66,61,19,59
radiant,9,51,15,19,53,14,68,60,35,66
radiant,53,1,50,29,47,14,57,32,51,58
radiant,29,42,68,14,52,8,7,31,9,11
radiant,4,60,59,19,2,40,21,67,58,14
radiant,65,8,21,53,9,49,52,54,17,4
radiant,65,8,21,53,9,49,52,54,17,4
radiant,65,8,21,53,9,49,52,54,17,4
radiant,65,8,21,53,9,49,52,54,17,4
dire,37,50,61,8,2,59,41,16,14,25
dire,11,19,40,47,39,41,59,35,57,21
radiant,29,20,1,54,61,28,6,39,63,5
radiant,65,8,21,53,9,49,52,54,17,4
radiant,7,31,39,41,60,32,13,73,8,40
dire,51,61,15,59,13,22,20,60,9,34
radiant,14,67,41,9,35,19,47,18,32,1
radiant,68,41,54,51,53,17,45,40,38,6
radiant,2,39,40,4,38,60,53,64,6,57
dire,54,59,29,35,57,49,7,21,2,14
radiant,8,19,64,58,50,26,1,14,37,29
dire,19,7,54,9,29,22,4,67,16,14
dire,50,29,39,67,47,41,6,31,14,2
radiant,51,53,37,1,42,14,20,16,4,31
radiant,21,40,58,42,25,35,53,8,14,17
radiant,69,15,29,4,37,31,33,1,17,21
radiant,41,27,32,69,28,11,26,19,9,14
dire,49,32,22,4,36,10,9,20,51,63
radiant,6,38,2,63,68,65,47,59,16,42
dire,9,17,41,31,60,39,14,21,5,67
radiant,2,11,55,10,68,64,27,9,38,21
radiant,69,8,35,2,21,49,20,59,14,9
dire,58,14,60,52,11,26,23,20,32,73
dire,7,47,6,55,14,32,9,16,42,19
dire,59,9,20,22,14,53,39,42,2,32
dire,35,8,22,7,19,34,13,2,28,11
radiant,35,63,21,7,69,39,65,18,32,15
radiant,40,16,53,69,14,47,17,26,29,8
dire,18,23,15,42,21,16,1,35,65,49
dire,55,37,20,14,1,22,16,67,53,40
dire,14,53,63,55,21,37,41,57,49,20
dire,69,4,8,31,26,37,21,28,15,41
dire,32,60,4,49,58,25,19,14,1,21
dire,40,63,55,38,30,31,20,23,32,28
dire,29,1,23,14,13,40,69,7,27,11
radiant,17,9,58,19,63,1,25,45,61,40
dire,54,21,25,40,4,1,28,36,35,49
dire,54,67,57,22,9,35,26,6,19,18
radiant,15,29,33,35,23,1,39,55,18,40
radiant,54,36,11,58,18,14,53,28,47,50
radiant,22,6,61,19,5,54,28,25,29,4
radiant,18,6,32,14,42,52,1,39,28,67
radiant,6,9,53,17,8,20,4,59,2,10
radiant,6,7,5,53,14,42,54,28,8,31
radiant,18,27,58,51,1,7,53,54,68,6
dire,33,1,54,49,7,52,20,60,14,34
dire,35,22,64,59,7,39,6,73,11,30
radiant,53,13,40,16,49,41,60,31,50,8
dire,53,36,40,55,67,31,38,20,32,8
radiant,73,9,61,26,20,51,14,68,27,35
dire,28,34,54,27,42,68,8,60,17,53
dire,53,59,57,33,41,8,9,32,4,38
dire,49,25,47,17,60,35,54,36,42,58
radiant,4,53,52,54,58,21,28,35,13,57
radiant,41,9,39,32,54,73,34,4,59,35
dire,16,6,26,8,60,9,21,52,2,40
dire,63,49,11,5,2,59,54,14,35,9
dire,10,42,17,9,58,47,20,7,34,63
dire,22,28,5,21,1,50,14,10,41,40
radiant,55,14,16,36,6,59,20,52,53,65
dire,26,1,27,53,29,40,28,14,60,45
dire,54,42,40,6,41,1,22,21,64,10
dire,31,25,1,20,61,49,35,40,54,52
dire,10,14,13,53,32,8,41,50,45,67
radiant,17,69,52,59,1,10,61,19,14,35
dire,31,9,28,20,54,50,55,2,67,17
radiant,2,26,14,25,7,9,39,54,50,29
radiant,54,50,5,1,23,33,8,25,32,59
dire,4,19,33,42,6,67,21,25,18,17
radiant,58,51,25,32,6,21,61,22,8,36
dire,18,32,35,25,57,27,14,6,23,49
dire,65,54,7,64,39,59,21,53,18,55
radiant,16,32,30,14,21,61,68,28,5,51
radiant,34,6,36,28,25,50,47,69,54,20
radiant,65,14,10,15,51,6,29,8,22,9
dire,47,14,36,6,53,52,9,69,27,54
radiant,19,32,27,6,57,11,58,15,54,26
dire,20,51,10,47,26,57,8,22,37,28
dire,18,52,14,21,1,6,36,10,15,16
radiant,5,49,73,11,52,69,31,68,13,40
dire,59,30,60,23,67,37,15,14,35,1
dire,4,19,33,42,6,67,21,25,18,17
dire,61,17,33,67,16,53,30,54,4,68
radiant,47,30,40,6,42,54,68,53,31,67
dire,63,14,53,32,58,47,9,2,59,57
radiant,25,55,41,20,60,53,1,9,5,54
radiant,49,67,50,29,40,11,19,63,66,23
radiant,21,2,15,69,27,68,9,1,66,29
radiant,32,31,9,47,55,57,68,15,21,63
radiant,50,16,4,2,45,31,9,29,38,28
radiant,7,29,39,20,19,21,11,49,63,38
dire,9,28,68,22,20,18,29,59,50,10
dire,63,21,32,2,35,59,51,69,6,55
dire,68,58,42,40,21,36,45,28,32,6
dire,41,64,13,29,69,5,40,54,55,32
dire,50,21,14,20,67,69,26,55,28,47
dire,61,13,60,64,53,9,23,68,42,52
dire,15,67,17,57,21,33,1,29,54,35
dire,27,52,41,7,64,14,10,29,9,2
radiant,9,1,69,22,34,20,41,5,54,47
dire,7,11,34,39,54,31,9,41,60,73
radiant,59,45,9,28,6,7,40,68,4,8
dire,14,63,53,21,19,36,47,25,60,32
radiant,6,7,36,51,30,13,19,54,14,25
dire,21,63,49,5,1,67,22,14,19,68
radiant,59,47,30,9,35,14,6,16,49,21
radiant,47,4,51,20,45,50,9,14,60,6
radiant,25,8,29,20,21,2,22,52,53,32
dire,11,9,7,53,60,28,6,25,69,65
radiant,11,5,69,25,64,60,59,21,20,68
dire,21,22,9,28,6,32,39,50,59,18
radiant,60,67,51,68,35,1,5,14,47,7
dire,9,34,35,57,54,31,64,14,27,1
dire,63,29,39,2,22,7,6,53,59,57
radiant,11,8,32,9,20,1,36,31,35,6
radiant,11,8,32,9,20,1,36,31,35,6
radiant,59,53,14,50,8,60,31,68,41,1
radiant,54,41,68,20,1,36,9,67,59,22
dire,27,1,54,9,29,13,57,36,41,50
radiant,11,8,32,9,20,1,36,31,35,6
dire,132,27,49,1,6,25,60,68,20,59
dire,54,9,64,19,63,57,37,59,28,27
radiant,54,41,68,20,1,36,9,67,59,22
dire,5,41,54,21,69,34,29,68,7,16
radiant,39,16,68,41,5,18,11,1,25,42
dire,22,28,63,53,26,67,16,25,59,14
dire,52,8,21,58,35,22,17,19,5,30
radiant,54,41,68,20,1,36,9,67,59,22
radiant,6,65,38,30,9,57,18,32,53,14
radiant,8,60,59,13,9,61,1,53,18,29
radiant,57,10,39,14,25,37,47,38,5,9
radiant,4,59,14,10,69,68,29,15,32,1
radiant,59,50,23,58,10,26,31,61,1,15
radiant,39,14,21,28,6,60,68,63,47,54
dire,13,61,6,29,4,31,69,11,20,1
radiant,47,23,59,39,63,57,6,25,54,60
radiant,41,13,52,19,11,18,26,21,40,8
dire,53,4,30,51,66,35,32,11,38,13
radiant,63,54,31,9,17,18,20,10,27,59
dire,7,1,68,55,32,11,31,51,21,26
radiant,54,41,68,20,1,36,9,67,59,22
radiant,40,17,28,67,8,29,35,34,33,1
radiant,4,45,32,14,30,73,5,63,68,60
radiant,7,37,10,53,42,16,40,55,63,34
dire,50,40,7,54,11,60,8,4,21,53
radiant,9,16,60,8,49,68,22,35,1,14
radiant,45,60,4,1,14,31,8,7,25,59
radiant,11,29,15,17,67,54,7,51,52,61
radiant,10,49,37,5,58,1,19,68,21,11
radiant,42,20,30,59,17,10,21,29,31,47
radiant,22,54,14,47,64,30,53,39,8,16
radiant,5,22,69,4,23,17,31,9,1,64
dire,10,5,8,42,6,16,15,35,73,21
radiant,60,57,21,1,32,54,14,40,4,35
radiant,6,1,28,16,22,14,63,9,7,36
radiant,4,29,49,34,42,45,41,15,54,32
radiant,4,29,49,34,42,45,41,15,54,32
radiant,4,29,49,34,42,45,41,15,54,32
radiant,15,4,32,22,29,59,23,25,54,1
dire,31,2,53,Shotgun!,41,1,30,28,26,39
radiant,54,53,21,68,14,67,4,47,60,9
radiant,66,28,40,61,38,19,6,10,57,20
